name,group,vol_target,vol_floor,desc,run_id,created_at,cagr,sharpe,max_drawdown,win_rate,payoff_ratio,profit_factor,avg_holding_days,total_trades
L0_i1_ref,L,,,I1 完全再現（参照・動的 util なし）,44c4a796-9036-419d-adc5-142d13b3b6bc,2026-05-23T19:47:18+00:00,0.07723068792797982,0.3823046327287577,0.24964874425676387,0.3902439024390244,2.0269947337179346,1.2972766295794782,13.93687230989957,697
L1,L,0.1,0.1,"vol_target=10%, vol_floor=10%（最積極的縮小）",b0ccac2d-7852-4ace-aa72-f2ca573f1db1,2026-05-23T19:26:54+00:00,0.029818056723783792,0.3084212709753192,0.21012239836340219,0.3882063882063882,1.9662681978339849,1.2476721897902394,12.2997542997543,407
L2,L,0.1,0.15,"vol_target=10%, vol_floor=15%",1625cd2a-063b-4c9b-9df3-ad340e513829,2026-05-23T19:37:45+00:00,0.03185333282642011,0.32517516030615584,0.21012239836340219,0.3857493857493858,2.020379243053913,1.2687981646378577,12.469287469287469,407
L3,L,0.15,0.1,"vol_target=15%, vol_floor=10%（中程度の縮小）",f7bde00f-e202-4097-85a3-9861dd6eb3b6,2026-05-23T19:45:37+00:00,0.0609026882767818,0.32641792987093937,0.2465729173943646,0.38215488215488214,2.0647223907759846,1.2770898711339196,17.063973063973062,594
L4,L,0.15,0.15,"vol_target=15%, vol_floor=15%",1c05515a-ca73-426e-aa25-cdc61bc1cccd,2026-05-23T22:52:24+00:00,0.062079318891301805,0.33095235797727307,0.24114473137635106,0.38498402555910544,2.027287349934896,1.2690292242449608,12.982428115015974,626
L5,L,0.2,0.1,"vol_target=20%, vol_floor=10%（穏やかな縮小）",6b003b0a-af4c-4fcf-9980-5ab0f81ea51e,2026-05-23T22:24:32+00:00,0.06727138893879592,0.3481160831794301,0.2499366215323109,0.39074960127591707,2.0139318139396187,1.2916578387832631,14.996810207336523,627
L6,L,0.2,0.15,"vol_target=20%, vol_floor=15%（最保守的調整）",4fc0abfb-1dbd-415b-9617-2003386ef11c,2026-05-23T22:30:36+00:00,0.06387601832689516,0.33702818331879625,0.24084925241230393,0.3911671924290221,1.9728987552925141,1.2675618945920817,12.998422712933754,634
